"Salary.Frequency","Salary.Range.From","Salary.Range.To","Posting.Type","Level","X..Of.Positions","Civil.Service.Title","Agency"
"Annual",89383,100000,"External","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF BUILDINGS"
"Daily",269,313,"External","00",1,"MACHINIST","DEPARTMENT OF SANITATION"
"Annual",55556,78643,"External","02",1,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",55556,78643,"Internal","02",1,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",100000,130000,"Internal","00",1,"SENIOR IT ARCHITECT","DEPT OF INFO TECH & TELECOMM"
"Annual",100000,130000,"External","00",1,"SENIOR IT ARCHITECT","DEPT OF INFO TECH & TELECOMM"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,75900,"External","00",1,"COMMUNITY COORDINATOR","DEPARTMENT OF CORRECTION"
"Annual",48895,75900,"Internal","00",1,"COMMUNITY COORDINATOR","DEPARTMENT OF CORRECTION"
"Annual",48764,60000,"Internal","02",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Daily",269,313,"Internal","00",1,"MACHINIST","DEPARTMENT OF SANITATION"
"Annual",57005,87027,"Internal","01",2,"AGENCY ATTORNEY","POLICE DEPARTMENT"
"Annual",57005,87027,"External","01",2,"AGENCY ATTORNEY","POLICE DEPARTMENT"
"Annual",75000,102000,"Internal","00",1,"IT INFRASTRUCTURE ENGINEER","DEPT OF INFO TECH & TELECOMM"
"Annual",48764,60000,"External","02",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58050,75000,"Internal","03",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",75000,102000,"External","00",1,"IT INFRASTRUCTURE ENGINEER","DEPT OF INFO TECH & TELECOMM"
"Annual",58675,156793,"Internal","M2",1,"ADMINISTRATIVE ENGINEER","FIRE DEPARTMENT"
"Annual",58675,156793,"External","M2",1,"ADMINISTRATIVE ENGINEER","FIRE DEPARTMENT"
"Annual",56257,68304,"Internal","00",2,"AGENCY ATTORNEY INTERNE","POLICE DEPARTMENT"
"Annual",56257,68304,"External","00",2,"AGENCY ATTORNEY INTERNE","POLICE DEPARTMENT"
"Annual",58050,75000,"External","03",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",41199,47379,"External","01",3,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",41199,47379,"Internal","01",3,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",100485,100485,"External","00",1,"STEAM FITTER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100485,100485,"Internal","00",1,"STEAM FITTER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100485,100485,"External","00",1,"STEAM FITTER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100485,100485,"Internal","00",1,"STEAM FITTER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47177,66430,"External","01",1,"Associate Air Pollution Inspr","DEPT OF ENVIRONMENT PROTECTION"
"Annual",100000,130000,"Internal","00",1,"SENIOR IT ARCHITECT","DEPT OF INFO TECH & TELECOMM"
"Annual",34644,57655,"External","00",1,"COMMUNITY ASSOCIATE","DEPARTMENT OF INVESTIGATION"
"Annual",34644,57655,"Internal","00",1,"COMMUNITY ASSOCIATE","DEPARTMENT OF INVESTIGATION"
"Annual",64807,90000,"Internal","02",1,"COMPUTER ASSOC (SOFTWARE)","DEPT OF INFO TECH & TELECOMM"
"Annual",47177,66430,"Internal","01",1,"Associate Air Pollution Inspr","DEPT OF ENVIRONMENT PROTECTION"
"Annual",43369,55177,"Internal","03",3,"BRIDGE OPERATOR","DEPARTMENT OF TRANSPORTATION"
"Annual",43369,55177,"External","03",3,"BRIDGE OPERATOR","DEPARTMENT OF TRANSPORTATION"
"Hourly",16,24,"Internal","00",1,"PUBLIC HEALTH ASSISTANT (SCHOO","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",64807,90000,"External","02",1,"COMPUTER ASSOC (SOFTWARE)","DEPT OF INFO TECH & TELECOMM"
"Annual",74066,90000,"External","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF INFO TECH & TELECOMM"
"Annual",74066,90000,"Internal","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF INFO TECH & TELECOMM"
"Annual",85000,105000,"Internal","M4",1,"COMPUTER SYSTEMS MANAGER","OFFICE OF THE COMPTROLLER"
"Annual",58675,156793,"Internal","M2",1,"COMPUTER SYSTEMS MANAGER","NYC EMPLOYEES RETIREMENT SYS"
"Annual",85000,105000,"External","M4",1,"COMPUTER SYSTEMS MANAGER","OFFICE OF THE COMPTROLLER"
"Hourly",16,24,"External","00",1,"PUBLIC HEALTH ASSISTANT (SCHOO","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",31587,40041,"External","01",2,"AIR POLLUTION INSPECTOR","DEPT OF ENVIRONMENT PROTECTION"
"Annual",31587,40041,"Internal","01",2,"AIR POLLUTION INSPECTOR","DEPT OF ENVIRONMENT PROTECTION"
"Annual",62000,65000,"Internal","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",62000,65000,"External","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",85000,105000,"Internal","M4",1,"COMPUTER SYSTEMS MANAGER","OFFICE OF THE COMPTROLLER"
"Hourly",71,76,"Internal","01",8,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"External","01",8,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",75000,115000,"Internal","00",1,"IT AUTOMATION AND MONITORING E","DEPT OF INFO TECH & TELECOMM"
"Annual",75000,115000,"External","00",1,"IT AUTOMATION AND MONITORING E","DEPT OF INFO TECH & TELECOMM"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE SUPERVISOR OF B","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65107,173663,"External","M3",1,"ASST COMMISSIONER (ENV HS)-HMH","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65107,173663,"Internal","M3",1,"ASST COMMISSIONER (ENV HS)-HMH","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"External","M1",1,"ADMINISTRATIVE SUPERVISOR OF B","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",90000,115000,"Internal","M4",1,"ADMINISTRATIVE PROJECT MANAGER","OFFICE OF THE COMPTROLLER"
"Annual",90000,115000,"External","M4",1,"ADMINISTRATIVE PROJECT MANAGER","OFFICE OF THE COMPTROLLER"
"Annual",90000,115000,"Internal","M4",1,"ADMINISTRATIVE PROJECT MANAGER","OFFICE OF THE COMPTROLLER"
"Annual",57517,65000,"Internal","00",1,"ADMINISTRATIVE PROCUREMENT ANA","OFFICE OF THE COMPTROLLER"
"Annual",94346,94346,"External","00",1,"THERMOSTAT REPAIRER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",94346,94346,"Internal","00",1,"THERMOSTAT REPAIRER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",70199,81703,"Internal","00",1,"MACHINIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57517,65000,"Internal","00",1,"ADMINISTRATIVE PROCUREMENT ANA","OFFICE OF THE COMPTROLLER"
"Annual",57517,65000,"External","00",1,"ADMINISTRATIVE PROCUREMENT ANA","OFFICE OF THE COMPTROLLER"
"Annual",63573,92441,"External","03",1,"SUPERVISOR OF MECHANICAL INSTA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",63573,92441,"Internal","03",1,"SUPERVISOR OF MECHANICAL INSTA","DEPT OF HEALTH/MENTAL HYGIENE"
"Daily",269,313,"Internal","00",1,"ELECTRICIAN (AUTOMOBILE)","DEPARTMENT OF SANITATION"
"Daily",269,313,"External","00",1,"ELECTRICIAN (AUTOMOBILE)","DEPARTMENT OF SANITATION"
"Annual",52000,52000,"External","00",1,"ENVIRONMENTAL ENGINEERING INTE","DEPT OF ENVIRONMENT PROTECTION"
"Annual",52000,52000,"Internal","00",1,"ENVIRONMENTAL ENGINEERING INTE","DEPT OF ENVIRONMENT PROTECTION"
"Annual",57005,87027,"Internal","01",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",57005,87027,"External","01",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",64394,96499,"Internal","02",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",66300,90000,"Internal","03",5,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",66300,90000,"External","03",5,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",63817,95022,"External","00",1,"ASSOCIATE STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",64394,96499,"External","02",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",56257,68304,"Internal","00",1,"AGENCY ATTORNEY INTERNE","CONSUMER AFFAIRS"
"Annual",56257,68304,"External","00",1,"AGENCY ATTORNEY INTERNE","CONSUMER AFFAIRS"
"Annual",57517,65000,"Internal","00",1,"ADMINISTRATIVE PROCUREMENT ANA","OFFICE OF THE COMPTROLLER"
"Annual",57517,65000,"External","00",1,"ADMINISTRATIVE PROCUREMENT ANA","OFFICE OF THE COMPTROLLER"
"Annual",53051,145991,"External","M1",1,"ADMINISTRATIVE PUBLIC INFORMAT","DEPARTMENT OF SANITATION"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE PUBLIC INFORMAT","DEPARTMENT OF SANITATION"
"Annual",44945,72628,"Internal","02",1,"PROCUREMENT ANALYST","DEPARTMENT OF SANITATION"
"Annual",57517,65000,"Internal","00",1,"ADMINISTRATIVE PROCUREMENT ANA","OFFICE OF THE COMPTROLLER"
"Annual",64394,96499,"External","02",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",64394,96499,"Internal","02",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",70199,81703,"Internal","00",1,"MACHINIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",44945,72628,"External","02",1,"PROCUREMENT ANALYST","DEPARTMENT OF SANITATION"
"Annual",66499,91351,"External","00",30,"ASSISTANT CORPORATION COUNSEL","LAW DEPARTMENT"
"Annual",66499,91351,"Internal","00",30,"ASSISTANT CORPORATION COUNSEL","LAW DEPARTMENT"
"Annual",48895,70000,"External","00",1,"COMMUNITY COORDINATOR","DISTRICT ATTORNEY RICHMOND COU"
"Annual",70199,81703,"External","00",1,"MACHINIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",71784,105974,"External","03",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",71784,105974,"Internal","03",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",48895,70000,"Internal","00",1,"COMMUNITY COORDINATOR","DISTRICT ATTORNEY RICHMOND COU"
"Annual",66499,91351,"Internal","00",6,"ASSISTANT CORPORATION COUNSEL","LAW DEPARTMENT"
"Annual",34644,42000,"Internal","00",1,"COMMUNITY ASSOCIATE","DEPT OF INFO TECH & TELECOMM"
"Annual",34644,42000,"External","00",1,"COMMUNITY ASSOCIATE","DEPT OF INFO TECH & TELECOMM"
"Annual",56458,64927,"Internal","02",1,"STAFF ANALYST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",36166,56775,"Internal","04",1,"CLERICAL ASSOCIATE","DEPARTMENT OF TRANSPORTATION"
"Annual",36166,56775,"Internal","04",1,"CLERICAL ASSOCIATE","DEPARTMENT OF TRANSPORTATION"
"Annual",57005,87027,"External","01",1,"AGENCY ATTORNEY","DEPARTMENT OF TRANSPORTATION"
"Annual",70000,80000,"Internal","02",1,"AGENCY ATTORNEY","HOUSING PRESERVATION & DVLPMNT"
"Annual",46405,53366,"External","01",1,"COMPUTER ASSOC (TECH SUPP)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46405,53366,"Internal","01",1,"COMPUTER ASSOC (TECH SUPP)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57517,133857,"Internal","00",1,"ADMINISTRATIVE PROCUREMENT ANA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48620,66195,"Internal","01",1,"STAFF ANALYST","OFF OF PAYROLL ADMINISTRATION"
"Annual",74975,113313,"Internal","04",1,"AGENCY ATTORNEY","DEPT OF INFO TECH & TELECOMM"
"Annual",57517,133857,"External","00",1,"ADMINISTRATIVE PROCUREMENT ANA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34644,57655,"External","00",1,"COMMUNITY ASSOCIATE","TAXI & LIMOUSINE COMMISSION"
"Annual",34644,57655,"Internal","00",1,"COMMUNITY ASSOCIATE","TAXI & LIMOUSINE COMMISSION"
"Hourly",17,20,"Internal","00",15,"PRECINCT COMMUNITY RELATIONS A","POLICE DEPARTMENT"
"Hourly",17,20,"External","00",15,"PRECINCT COMMUNITY RELATIONS A","POLICE DEPARTMENT"
"Daily",262,262,"Internal","00",1,"CITY LABORER","DEPT OF CITYWIDE ADMIN SVCS"
"Daily",262,262,"External","00",1,"CITY LABORER","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",74975,113313,"External","04",1,"AGENCY ATTORNEY","DEPT OF INFO TECH & TELECOMM"
"Annual",46405,67568,"Internal","01",1,"COMPUTER ASSOC (TECH SUPP)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",48535,134433,"External","00",1,"ADMINISTRATIVE PROJECT MANAGER","DEPARTMENT OF SANITATION"
"Annual",46405,67568,"External","01",1,"COMPUTER ASSOC (TECH SUPP)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",47951,63000,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPARTMENT OF FINANCE"
"Annual",36166,56775,"External","04",1,"CLERICAL ASSOCIATE","DEPT OF ENVIRONMENT PROTECTION"
"Annual",36166,56775,"Internal","04",1,"CLERICAL ASSOCIATE","DEPT OF ENVIRONMENT PROTECTION"
"Annual",80379,200000,"External","M5",1,"COMPUTER SYSTEMS MANAGER","DEPT OF INFO TECH & TELECOMM"
"Annual",47951,63000,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPARTMENT OF FINANCE"
"Annual",52000,52000,"Internal","00",2,"MECHANICAL ENGINEERING INTERN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",52000,52000,"External","00",2,"MECHANICAL ENGINEERING INTERN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",80379,200000,"Internal","M5",1,"COMPUTER SYSTEMS MANAGER","DEPT OF INFO TECH & TELECOMM"
"Hourly",71,76,"Internal","01",8,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"External","01",8,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",60673,91795,"External","02",1,"ASSOCIATE PUBLIC HEALTH SANITA","DEPT OF ENVIRONMENT PROTECTION"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51586,66000,"Internal","00",2,"ASSISTANT ARCHITECT","HOUSING PRESERVATION & DVLPMNT"
"Annual",74066,100617,"Internal","01",1,"CERT IT DEVELOPER (APP)","DEPT OF RECORDS & INFO SERVICE"
"Annual",74066,100617,"External","01",1,"CERT IT DEVELOPER (APP)","DEPT OF RECORDS & INFO SERVICE"
"Annual",37085,54243,"External","00",2,"WATERSHED MAINTAINER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",60673,91795,"Internal","02",1,"ASSOCIATE PUBLIC HEALTH SANITA","DEPT OF ENVIRONMENT PROTECTION"
"Annual",29391,38131,"Internal","00",1,"COMMUNITY ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,87791,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,87791,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",77157,99406,"Internal","02",1,"COMPUTER SPECIALIST (SOFTWARE)","FIRE DEPARTMENT"
"Annual",77157,99406,"External","02",1,"COMPUTER SPECIALIST (SOFTWARE)","FIRE DEPARTMENT"
"Annual",45385,61669,"External","01",1,"ACCOUNTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",37085,54243,"Internal","00",2,"WATERSHED MAINTAINER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",40772,50000,"External","01",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",40772,50000,"Internal","01",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",34644,57655,"External","00",1,"COMMUNITY ASSOCIATE","DISTRICT ATTORNEY RICHMOND COU"
"Annual",45385,61669,"Internal","01",1,"ACCOUNTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34644,57655,"Internal","00",1,"COMMUNITY ASSOCIATE","DISTRICT ATTORNEY RICHMOND COU"
"Annual",91216,91216,"Internal","04",1,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",64510,74187,"Internal","02",1,"SPECIAL CONSULTANT (MENTAL HEA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",64510,74187,"External","02",1,"SPECIAL CONSULTANT (MENTAL HEA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",79787,79787,"Internal","03",1,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",55296,55296,"Internal","01",1,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65089,65089,"Internal","02",1,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",28955,43417,"Internal","00",1,"PUBLIC HEALTH ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",28955,43417,"External","00",1,"PUBLIC HEALTH ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",73980,83630,"Internal","02",1,"POISON INFORMATION SPECIALIST(","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",73980,83630,"External","02",1,"POISON INFORMATION SPECIALIST(","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51586,66000,"External","00",2,"ASSISTANT ARCHITECT","HOUSING PRESERVATION & DVLPMNT"
"Hourly",14,18,"External","00",1,"COMMUNITY ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",14,18,"Internal","00",1,"COMMUNITY ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",44945,72628,"Internal","02",2,"PROCUREMENT ANALYST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",29391,38131,"External","00",1,"COMMUNITY ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",32888,53281,"Internal","03",1,"CLERICAL ASSOCIATE","LAW DEPARTMENT"
"Annual",57005,87027,"Internal","01",1,"AGENCY ATTORNEY","CONFLICTS OF INTEREST BOARD"
"Annual",57005,87027,"External","01",1,"AGENCY ATTORNEY","CONFLICTS OF INTEREST BOARD"
"Annual",48764,60000,"External","02",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE LABOR RELATIONS","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"External","M1",1,"ADMINISTRATIVE LABOR RELATIONS","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65107,100000,"Internal","M3",1,"COMPUTER SYSTEMS MANAGER","TEACHERS RETIREMENT SYSTEM"
"Annual",65107,100000,"External","M3",1,"COMPUTER SYSTEMS MANAGER","TEACHERS RETIREMENT SYSTEM"
"Annual",48764,60000,"Internal","02",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",64394,96499,"External","02",1,"AGENCY ATTORNEY","CONFLICTS OF INTEREST BOARD"
"Annual",64394,96499,"Internal","02",1,"AGENCY ATTORNEY","CONFLICTS OF INTEREST BOARD"
"Annual",48895,75900,"Internal","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",40000,65000,"External","00",1,"SPECIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",40000,65000,"Internal","00",1,"SPECIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE COMMUNITY RELAT","POLICE DEPARTMENT"
"Annual",48895,75900,"External","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",40772,58469,"Internal","01",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",40772,58469,"External","01",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",65000,75000,"Internal","02",1,"COMPUTER ASSOC (TECH SUPP)","DEPARTMENT OF INVESTIGATION"
"Annual",75000,115000,"Internal","00",1,"IT AUTOMATION AND MONITORING E","DEPT OF INFO TECH & TELECOMM"
"Annual",75000,115000,"External","00",1,"IT AUTOMATION AND MONITORING E","DEPT OF INFO TECH & TELECOMM"
"Annual",62194,91472,"Internal","00",3,"DISTRICT SUPERVISOR (WATER & S","DEPT OF ENVIRONMENT PROTECTION"
"Annual",62194,91472,"External","00",3,"DISTRICT SUPERVISOR (WATER & S","DEPT OF ENVIRONMENT PROTECTION"
"Annual",65000,75000,"External","02",1,"COMPUTER ASSOC (TECH SUPP)","DEPARTMENT OF INVESTIGATION"
"Annual",58675,101330,"Internal","M2",1,"ADMINISTRATIVE DIRECTOR OF SOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,101330,"External","M2",1,"ADMINISTRATIVE DIRECTOR OF SOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",70000,82444,"External","03",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",58934,76178,"External","02",1,"CITY PLANNER","DEPARTMENT OF CITY PLANNING"
"Annual",58934,76178,"Internal","02",1,"CITY PLANNER","DEPARTMENT OF CITY PLANNING"
"Annual",42856,62779,"External","01",2,"PRINCIPAL ADMINISTRATIVE ASSOC","TAX COMMISSION"
"Annual",65107,95000,"External","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",42856,62779,"Internal","01",2,"PRINCIPAL ADMINISTRATIVE ASSOC","TAX COMMISSION"
"Annual",70000,82444,"Internal","03",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Hourly",23,30,"Internal","02",1,"PUBLIC HEALTH ADVISER (SCHOOL","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",23,30,"External","02",1,"PUBLIC HEALTH ADVISER (SCHOOL","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",71784,105974,"External","03",1,"AGENCY ATTORNEY","DEPARTMENT OF SANITATION"
"Annual",48997,73188,"External","02",1,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",41060,47219,"Internal","00",4,"ASSOCIATE PARK SERVICE WORKER","DEPT OF PARKS & RECREATION"
"Annual",47581,69918,"Internal","00",1,"SUPERVISOR OF MOTOR TRANSPORT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47581,69918,"External","00",1,"SUPERVISOR OF MOTOR TRANSPORT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48997,73188,"Internal","02",1,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",55556,78000,"Internal","02",1,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",55556,78000,"External","02",1,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",65107,95000,"Internal","00",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",42489,54142,"External","02",1,"PUBLIC HEALTH ADVISER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",42489,54142,"Internal","02",1,"PUBLIC HEALTH ADVISER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49271,75146,"Internal","01",1,"ASSOCIATE PUBLIC RECORDS OFFIC","DEPT OF RECORDS & INFO SERVICE"
"Annual",49271,75146,"External","01",1,"ASSOCIATE PUBLIC RECORDS OFFIC","DEPT OF RECORDS & INFO SERVICE"
"Annual",110000,120000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","HOUSING PRESERVATION & DVLPMNT"
"Hourly",10,14,"Internal","01",1,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,98000,"External","M1",1,"ADMINISTRATIVE DIRECTOR OF SOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,98000,"Internal","M1",1,"ADMINISTRATIVE DIRECTOR OF SOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,58000,"External","00",1,"COMMUNITY COORDINATOR","DISTRICT ATTORNEY RICHMOND COU"
"Annual",110000,120000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","HOUSING PRESERVATION & DVLPMNT"
"Annual",71784,105974,"Internal","03",1,"AGENCY ATTORNEY","DEPARTMENT OF SANITATION"
"Annual",38133,40000,"External","00",1,"PROBATION OFFICER TRAINEE","DEPARTMENT OF PROBATION"
"Annual",38133,40000,"Internal","00",1,"PROBATION OFFICER TRAINEE","DEPARTMENT OF PROBATION"
"Annual",69253,90000,"Internal","00",1,"COMPUTER SPECIALIST (OPERATION","DEPT OF INFO TECH & TELECOMM"
"Annual",69253,90000,"External","00",1,"COMPUTER SPECIALIST (OPERATION","DEPT OF INFO TECH & TELECOMM"
"Annual",48895,58000,"Internal","00",1,"COMMUNITY COORDINATOR","DISTRICT ATTORNEY RICHMOND COU"
"Hourly",10,14,"External","01",1,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",14,17,"Internal","02",1,"COLLEGE AIDE - ASSIGNMENT LEVE","DEPT OF YOUTH & COMM DEV SRVS"
